Timestamp,Phase,Latency_ms,Status_Code
2026-09-03T20:34:16.650832,Cycle_1_Warm_3,359.42,200
2026-09-03T20:34:39.062575,Cycle_1_Cold_Start,449.68,200
2026-09-03T20:34:44.835281,Cycle_1_Warm_1,354.2,200
2026-09-03T20:34:50.682035,Cycle_1_Warm_2,348.63,200
2026-09-03T20:34:56.529617,Cycle_1_Warm_3,345.25,200
2026-09-03T20:35:17.117379,Cycle_1_Cold_Start,533.63,200
2026-09-03T20:35:23.014761,Cycle_1_Warm_1,484.17,200
2026-09-03T20:35:28.929484,Cycle_1_Warm_2,482.21,200
2026-09-03T20:35:34.861393,Cycle_1_Warm_3,483.78,200
2026-09-03T20:35:54.808297,Cycle_1_Cold_Start,543.48,200
2026-09-03T20:36:00.674490,Cycle_1_Warm_1,449.29,200
2026-09-03T20:36:06.623259,Cycle_1_Warm_2,458.42,200
2026-09-03T20:36:12.573158,Cycle_1_Warm_3,458.25,200
2026-09-03T20:40:31.824959,Cycle_1_Cold_Start,458.53,200
2026-09-03T20:40:37.613658,Cycle_1_Warm_1,357.25,200
2026-09-03T20:40:43.455826,Cycle_1_Warm_2,349.81,200
2026-09-03T20:40:49.309685,Cycle_1_Warm_3,346.15,200
2026-09-03T21:15:50.484113,Cycle_2_Cold_Start,655.46,200
2026-09-03T21:15:56.795815,Cycle_2_Warm_1,342.18,200
2026-09-03T21:16:02.710382,Cycle_2_Warm_2,365.62,200
2026-09-03T21:16:08.618308,Cycle_2_Warm_3,348.01,200
2026-09-03T21:51:09.781459,Cycle_3_Cold_Start,653.73,200
2026-09-03T21:51:16.078679,Cycle_3_Warm_1,362.39,200
2026-09-03T21:51:21.955343,Cycle_3_Warm_2,366.42,200
2026-09-03T21:51:27.936583,Cycle_3_Warm_3,347.47,200
2026-09-03T22:26:29.157341,Cycle_4_Cold_Start,713.02,200
2026-09-03T22:26:35.544322,Cycle_4_Warm_1,363.82,200
2026-09-03T22:26:41.426390,Cycle_4_Warm_2,365.58,200
2026-09-03T22:26:47.271144,Cycle_4_Warm_3,343.58,200
2026-09-03T23:01:48.466144,Cycle_5_Cold_Start,679.63,200
2026-09-03T23:01:54.784022,Cycle_5_Warm_1,360.09,200
2026-09-03T23:02:00.658243,Cycle_5_Warm_2,362.01,200
2026-09-03T23:02:06.499632,Cycle_5_Warm_3,346.27,200
2026-09-03T23:37:07.602776,Cycle_6_Cold_Start,596.03,200
2026-09-03T23:37:13.909572,Cycle_6_Warm_1,365.64,200
2026-09-03T23:37:19.755852,Cycle_6_Warm_2,348.57,200
2026-09-03T23:37:25.662704,Cycle_6_Warm_3,343.92,200
2026-09-04T00:12:26.869796,Cycle_7_Cold_Start,672.1,200
2026-09-04T00:12:33.171865,Cycle_7_Warm_1,344.24,200
2026-09-04T00:12:39.061473,Cycle_7_Warm_2,343.5,200
2026-09-04T00:12:45.076940,Cycle_7_Warm_3,362.46,200
2026-09-04T00:47:46.197701,Cycle_8_Cold_Start,628.42,200
2026-09-04T00:47:52.886199,Cycle_8_Warm_1,357.77,200
2026-09-04T00:47:58.735906,Cycle_8_Warm_2,338.29,200
2026-09-04T00:48:04.628139,Cycle_8_Warm_3,343.62,200
2026-09-04T01:23:05.966014,Cycle_9_Cold_Start,820.49,200
2026-09-04T01:23:12.021923,Cycle_9_Warm_1,364.19,200
2026-09-04T01:23:17.870989,Cycle_9_Warm_2,355.04,200
2026-09-04T01:23:23.799301,Cycle_9_Warm_3,383.8,200
2026-09-04T01:58:37.941296,Cycle_1_Cold_Start,974.17,200
2026-09-04T01:58:44.012659,Cycle_1_Warm_1,492.19,200
2026-09-04T01:58:49.969680,Cycle_1_Warm_2,462.49,200
2026-09-04T01:58:55.948696,Cycle_1_Warm_3,485.08,200
2026-09-04T02:33:57.160257,Cycle_2_Cold_Start,730.6,200
2026-09-04T02:34:03.704276,Cycle_2_Warm_1,472.73,200
2026-09-04T02:34:09.678762,Cycle_2_Warm_2,459.38,200
2026-09-04T02:34:15.656101,Cycle_2_Warm_3,464.52,200
2026-09-04T03:09:16.927312,Cycle_3_Cold_Start,767.37,200
2026-09-04T03:09:23.428522,Cycle_3_Warm_1,478.58,200
2026-09-04T03:09:29.416806,Cycle_3_Warm_2,472.48,200
2026-09-04T03:09:35.340167,Cycle_3_Warm_3,453.12,200
2026-09-04T03:44:36.597295,Cycle_4_Cold_Start,740.13,200
2026-09-04T03:44:42.951586,Cycle_4_Warm_1,478.5,200
2026-09-04T03:44:48.897123,Cycle_4_Warm_2,460.78,200
2026-09-04T03:44:54.837376,Cycle_4_Warm_3,457.11,200
2026-09-04T04:19:56.074383,Cycle_5_Cold_Start,749.72,200
2026-09-04T04:20:02.372985,Cycle_5_Warm_1,460.86,200
2026-09-04T04:20:08.356890,Cycle_5_Warm_2,466.01,200
2026-09-04T04:20:14.311797,Cycle_5_Warm_3,475.93,200
2026-09-04T04:55:15.610310,Cycle_6_Cold_Start,778.95,200
2026-09-04T04:55:21.888259,Cycle_6_Warm_1,474.21,200
2026-09-04T04:55:27.916142,Cycle_6_Warm_2,481.36,200
2026-09-04T04:55:33.839907,Cycle_6_Warm_3,458.25,200
2026-09-04T05:30:35.151037,Cycle_7_Cold_Start,758.43,200
2026-09-04T05:30:41.423646,Cycle_7_Warm_1,466.76,200
2026-09-04T05:30:47.410839,Cycle_7_Warm_2,476.46,200
2026-09-04T05:30:53.346825,Cycle_7_Warm_3,453.9,200
2026-09-04T06:05:54.774430,Cycle_8_Cold_Start,927.42,200
2026-09-04T06:06:01.034758,Cycle_8_Warm_1,488.62,200
2026-09-04T06:06:06.955690,Cycle_8_Warm_2,462.03,200
2026-09-04T06:06:12.885500,Cycle_8_Warm_3,446.75,200
2026-09-04T06:41:14.116109,Cycle_9_Cold_Start,735.79,200
2026-09-04T06:41:20.521189,Cycle_9_Warm_1,478.94,200
2026-09-04T06:41:26.480752,Cycle_9_Warm_2,463.7,200
2026-09-04T06:41:32.441443,Cycle_9_Warm_3,457.97,200
2026-09-04T07:16:44.266905,Cycle_1_Cold_Start,917.1,200
2026-09-04T07:16:50.355095,Cycle_1_Warm_1,371.02,200
2026-09-04T07:16:56.351378,Cycle_1_Warm_2,360.5,200
2026-09-04T07:17:02.337913,Cycle_1_Warm_3,352.93,200
2026-09-04T07:52:03.641336,Cycle_2_Cold_Start,706.3,200
2026-09-04T07:52:09.986134,Cycle_2_Warm_1,377.94,200
2026-09-04T07:52:15.957146,Cycle_2_Warm_2,359.35,200
2026-09-04T07:52:21.947030,Cycle_2_Warm_3,376.69,200
2026-09-04T08:27:23.153757,Cycle_3_Cold_Start,589.16,200
2026-09-04T08:27:29.623882,Cycle_3_Warm_1,362.1,200
2026-09-04T08:27:35.607880,Cycle_3_Warm_2,380.52,200
2026-09-04T08:27:41.572276,Cycle_3_Warm_3,375.95,200
2026-09-04T09:02:42.797971,Cycle_4_Cold_Start,632.31,200
2026-09-04T09:02:49.220358,Cycle_4_Warm_1,386.76,200
2026-09-04T09:02:55.206752,Cycle_4_Warm_2,372.97,200
2026-09-04T09:03:01.216200,Cycle_4_Warm_3,369.31,200
2026-09-04T09:38:02.450518,Cycle_5_Cold_Start,664.61,200
2026-09-04T09:38:08.935152,Cycle_5_Warm_1,371.76,200
2026-09-04T09:38:14.925335,Cycle_5_Warm_2,358.04,200
2026-09-04T09:38:20.933022,Cycle_5_Warm_3,355.22,200
2026-09-04T10:13:22.117482,Cycle_6_Cold_Start,596.83,200
2026-09-04T10:13:28.744703,Cycle_6_Warm_1,375.11,200
2026-09-04T10:13:34.733197,Cycle_6_Warm_2,375.74,200
2026-09-04T10:13:40.705063,Cycle_6_Warm_3,354.82,200
2026-09-04T10:48:41.993027,Cycle_7_Cold_Start,698.88,200
2026-09-04T10:48:48.376989,Cycle_7_Warm_1,360.22,200
2026-09-04T10:48:54.381328,Cycle_7_Warm_2,373.11,200
2026-09-04T10:49:00.354134,Cycle_7_Warm_3,354.29,200
2026-09-04T11:24:01.636248,Cycle_8_Cold_Start,682.78,200
2026-09-04T11:24:08.267143,Cycle_8_Warm_1,362.88,200
2026-09-04T11:24:14.256458,Cycle_8_Warm_2,355.32,200
2026-09-04T11:24:20.298217,Cycle_8_Warm_3,374.19,200
2026-09-04T11:59:21.658228,Cycle_9_Cold_Start,729.57,200
2026-09-04T11:59:27.905481,Cycle_9_Warm_1,381.28,200
2026-09-04T11:59:33.830073,Cycle_9_Warm_2,365.09,200
2026-09-04T11:59:39.687347,Cycle_9_Warm_3,369.6,200
2026-09-04T12:34:51.976175,Cycle_1_Cold_Start,668.1,200
2026-09-04T12:34:58.102863,Cycle_1_Warm_1,356.03,200
2026-09-04T12:35:04.076784,Cycle_1_Warm_2,342.14,200
2026-09-04T12:35:09.919901,Cycle_1_Warm_3,342.1,200
2026-09-04T13:10:11.267557,Cycle_2_Cold_Start,719.95,200
2026-09-04T13:10:17.407851,Cycle_2_Warm_1,345.82,200
2026-09-04T13:10:23.271789,Cycle_2_Warm_2,361.53,200
2026-09-04T13:10:29.101214,Cycle_2_Warm_3,342.9,200
2026-09-04T13:45:30.217235,Cycle_3_Cold_Start,618.39,200
2026-09-04T13:45:36.707444,Cycle_3_Warm_1,368.94,200
2026-09-04T13:45:42.677391,Cycle_3_Warm_2,347.0,200
2026-09-04T13:45:48.591385,Cycle_3_Warm_3,345.1,200
2026-09-04T14:20:49.923148,Cycle_4_Cold_Start,688.2,200
2026-09-04T14:20:56.138414,Cycle_4_Warm_1,383.84,200
2026-09-04T14:21:02.105058,Cycle_4_Warm_2,364.94,200
2026-09-04T14:21:07.950772,Cycle_4_Warm_3,356.54,200
2026-09-04T14:56:09.286923,Cycle_5_Cold_Start,703.56,200
2026-09-04T14:56:15.578618,Cycle_5_Warm_1,354.94,200
2026-09-04T14:56:21.435503,Cycle_5_Warm_2,340.91,200
2026-09-04T14:56:27.290004,Cycle_5_Warm_3,360.79,200
2026-09-04T15:31:28.543593,Cycle_6_Cold_Start,768.73,200
2026-09-04T15:31:34.683095,Cycle_6_Warm_1,343.2,200
2026-09-04T15:31:40.568690,Cycle_6_Warm_2,381.57,200
2026-09-04T15:31:46.392942,Cycle_6_Warm_3,362.21,200
2026-09-04T16:06:47.605126,Cycle_7_Cold_Start,731.45,200
2026-09-04T16:06:53.729984,Cycle_7_Warm_1,367.57,200
2026-09-04T16:06:59.676432,Cycle_7_Warm_2,343.54,200
2026-09-04T16:07:05.524027,Cycle_7_Warm_3,345.07,200
2026-09-04T16:42:06.762397,Cycle_8_Cold_Start,616.56,200
2026-09-04T16:42:13.070153,Cycle_8_Warm_1,384.37,200
2026-09-04T16:42:18.891541,Cycle_8_Warm_2,369.59,200
2026-09-04T16:42:24.722891,Cycle_8_Warm_3,340.99,200
2026-09-04T17:17:25.937319,Cycle_9_Cold_Start,725.56,200
2026-09-04T17:17:32.421199,Cycle_9_Warm_1,366.53,200
2026-09-04T17:17:38.279490,Cycle_9_Warm_2,383.54,200
2026-09-04T17:17:44.083808,Cycle_9_Warm_3,343.94,200
2026-09-04T17:52:57.675515,Cycle_1_Cold_Start,766.79,200
2026-09-04T17:53:04.141264,Cycle_1_Warm_1,517.39,200
2026-09-04T17:53:10.066102,Cycle_1_Warm_2,502.06,200
2026-09-04T17:53:16.037469,Cycle_1_Warm_3,531.19,200
2026-09-04T18:28:17.326806,Cycle_2_Cold_Start,887.5,200
2026-09-04T18:28:23.528746,Cycle_2_Warm_1,501.43,200
2026-09-04T18:28:29.474129,Cycle_2_Warm_2,513.97,200
2026-09-04T18:28:35.421132,Cycle_2_Warm_3,486.1,200
2026-09-04T19:03:36.640014,Cycle_3_Cold_Start,773.93,200
2026-09-04T19:03:43.212300,Cycle_3_Warm_1,503.45,200
2026-09-04T19:03:49.156674,Cycle_3_Warm_2,493.76,200
2026-09-04T19:03:55.108583,Cycle_3_Warm_3,509.43,200
2026-09-04T19:38:56.265056,Cycle_4_Cold_Start,727.38,200
2026-09-04T19:39:02.655557,Cycle_4_Warm_1,480.28,200
2026-09-04T19:39:08.602376,Cycle_4_Warm_2,488.14,200
2026-09-04T19:39:14.554324,Cycle_4_Warm_3,495.56,200
2026-09-04T20:14:15.752937,Cycle_5_Cold_Start,759.2,200
2026-09-04T20:14:22.103674,Cycle_5_Warm_1,508.52,200
2026-09-04T20:14:28.020152,Cycle_5_Warm_2,474.33,200
2026-09-04T20:14:33.968837,Cycle_5_Warm_3,489.07,200
2026-09-04T20:49:35.160139,Cycle_6_Cold_Start,754.32,200
2026-09-04T20:49:41.483136,Cycle_6_Warm_1,494.42,200
2026-09-04T20:49:47.413558,Cycle_6_Warm_2,486.81,200
2026-09-04T20:49:53.350957,Cycle_6_Warm_3,497.02,200
2026-09-04T21:24:54.581547,Cycle_7_Cold_Start,790.78,200
2026-09-04T21:25:00.933868,Cycle_7_Warm_1,480.58,200
2026-09-04T21:25:06.895089,Cycle_7_Warm_2,480.64,200
2026-09-04T21:25:12.847474,Cycle_7_Warm_3,496.86,200
2026-09-04T22:00:14.067234,Cycle_8_Cold_Start,788.42,200
2026-09-04T22:00:20.316952,Cycle_8_Warm_1,521.51,200
2026-09-04T22:00:26.275608,Cycle_8_Warm_2,547.54,200
2026-09-04T22:00:32.175011,Cycle_8_Warm_3,493.91,200
2026-09-04T22:35:33.369811,Cycle_9_Cold_Start,755.92,200
2026-09-04T22:35:39.646181,Cycle_9_Warm_1,526.99,200
2026-09-04T22:35:45.540337,Cycle_9_Warm_2,505.68,200
2026-09-04T22:35:51.474223,Cycle_9_Warm_3,507.15,200
2026-09-04T23:11:08.837269,Cycle_1_Cold_Start,749.55,200
2026-09-04T23:11:15.130841,Cycle_1_Warm_1,446.89,200
2026-09-04T23:11:21.118448,Cycle_1_Warm_2,475.76,200
2026-09-04T23:11:27.039093,Cycle_1_Warm_3,451.29,200
2026-09-04T23:46:28.290682,Cycle_2_Cold_Start,754.33,200
2026-09-04T23:46:34.814437,Cycle_2_Warm_1,459.18,200
2026-09-04T23:46:40.746328,Cycle_2_Warm_2,443.59,200
2026-09-04T23:46:46.714643,Cycle_2_Warm_3,457.02,200
2026-09-05T00:21:47.930949,Cycle_3_Cold_Start,728.39,200
2026-09-05T00:21:54.272723,Cycle_3_Warm_1,476.34,200
2026-09-05T00:22:00.186862,Cycle_3_Warm_2,441.7,200
2026-09-05T00:22:06.165382,Cycle_3_Warm_3,469.83,200
2026-09-05T00:57:07.411972,Cycle_4_Cold_Start,764.1,200
2026-09-05T00:57:13.819069,Cycle_4_Warm_1,453.1,200
2026-09-05T00:57:19.783789,Cycle_4_Warm_2,459.88,200
2026-09-05T00:57:25.745855,Cycle_4_Warm_3,470.45,200
2026-09-05T01:32:26.955361,Cycle_5_Cold_Start,727.3,200
2026-09-05T01:32:33.411724,Cycle_5_Warm_1,470.29,200
2026-09-05T01:32:39.342456,Cycle_5_Warm_2,445.04,200
2026-09-05T01:32:45.300963,Cycle_5_Warm_3,445.87,200
2026-09-05T02:07:46.628024,Cycle_6_Cold_Start,824.11,200
2026-09-05T02:07:53.027852,Cycle_6_Warm_1,480.37,200
2026-09-05T02:07:58.953190,Cycle_6_Warm_2,449.92,200
2026-09-05T02:08:04.911752,Cycle_6_Warm_3,452.49,200
2026-09-05T02:43:06.130093,Cycle_7_Cold_Start,728.51,200
2026-09-05T02:43:12.680892,Cycle_7_Warm_1,454.91,200
2026-09-05T02:43:18.630009,Cycle_7_Warm_2,440.91,200
2026-09-05T02:43:24.616617,Cycle_7_Warm_3,468.72,200
2026-09-05T03:18:25.816086,Cycle_8_Cold_Start,715.59,200
2026-09-05T03:18:32.191044,Cycle_8_Warm_1,469.02,200
2026-09-05T03:18:38.106853,Cycle_8_Warm_2,442.04,200
2026-09-05T03:18:44.054401,Cycle_8_Warm_3,442.37,200
2026-09-05T03:53:45.271480,Cycle_9_Cold_Start,708.74,200
2026-09-05T03:53:51.586515,Cycle_9_Warm_1,452.44,200
2026-09-05T03:53:57.557294,Cycle_9_Warm_2,470.93,200
2026-09-05T03:54:03.504033,Cycle_9_Warm_3,463.95,200
